parent_sku,parent_title,variation_theme,child_sku,child_title,child_status,excel_row,attrs_json,duplicate_attrs
DM-M6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-M6-CBN-1000,"CBN Grinding Wheel with 6 inch 1000 Grit,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders 1000 Grit",Active,82,"{""Style"": ""1000 Grit""}",0
DM-M6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-M6-CBN-600,"CBN Grinding Wheel with 6 inch 600 Grit,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders 600 Grit",Active,83,"{""Style"": ""600 Grit""}",0
DM-M6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-M6-CBN-80,"CBN Grinding Wheel with 6 inch 80 Grit,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders 80 Grit",Active,84,"{""Style"": ""80 Grit""}",0
DM-M6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-M6-CBN-G180,"CBN Grinding Wheel with 6 inch 180 Grit,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",Active,85,"{""Style"": ""180 Grit""}",0
DM-M6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-M6-CBN-G320,"CBN Grinding Wheel with 6 inch 320 Grti,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders 320 Grit",Active,86,"{""Style"": ""320 Grit""}",0
DM-MEGA-8-SQU-P,"CBN Wheel 8 inch,CBN Grinding Wheels 8"" Diameter,5/8"" Bore, 1.5"" Wide,Suitable for Sharpening Woodturning and HSS Tools",STYLE (Deprecated: Do Not Use),DM-MEGA-8-SQU-1000,"CBN Grinding Wheels 8 inch 1000 Grit,5/8"" Bore, 1.5"" Wide,Suitable for Sharpening Woodturning and HSS Tools(1000 Grit)",Active,88,"{""Style"": ""1000Grit""}",0
DM-MEGA-8-SQU-P,"CBN Wheel 8 inch,CBN Grinding Wheels 8"" Diameter,5/8"" Bore, 1.5"" Wide,Suitable for Sharpening Woodturning and HSS Tools",STYLE (Deprecated: Do Not Use),DM-MEGA-8-SQU-180,"CBN Grinding Wheels 8 inch 180 Grit,5/8"" Bore, 1.5"" Wide,Suitable for Sharpening Woodturning and HSS Tools (180 Grit)",Active,89,"{""Style"": ""180 Grit""}",0
DM-MEGA-8-SQU-P,"CBN Wheel 8 inch,CBN Grinding Wheels 8"" Diameter,5/8"" Bore, 1.5"" Wide,Suitable for Sharpening Woodturning and HSS Tools",STYLE (Deprecated: Do Not Use),DM-MEGA-8-SQU-350,"CBN Grinding Wheels 8 inch 350 Grit,5/8"" Bore, 1.5"" Wide,Suitable for Sharpening Woodturning and HSS Tools (350 Grit)",Active,90,"{""Style"": ""350 Grit""}",0
DM-MEGA-8-SQU-P,"CBN Wheel 8 inch,CBN Grinding Wheels 8"" Diameter,5/8"" Bore, 1.5"" Wide,Suitable for Sharpening Woodturning and HSS Tools",STYLE (Deprecated: Do Not Use),DM-MEGA-8-SQU-600,"CBN Grinding Wheels 8 inch 600 Grit,5/8"" Bore, 1.5"" Wide,Suitable for Sharpening Woodturning and HSS Tools (600 Grit)",Active,91,"{""Style"": ""600 Grit""}",0
DM-MEGA-8-SQU-P,"CBN Wheel 8 inch,CBN Grinding Wheels 8"" Diameter,5/8"" Bore, 1.5"" Wide,Suitable for Sharpening Woodturning and HSS Tools",STYLE (Deprecated: Do Not Use),DM-MEGA-8-SQU-80,"CBN Grinding Wheels 8inch 80 Grit,5/8"" Bore, 1.5"" Wide,Suitable for Sharpening Woodturning and HSS Tools (80 Grit)",Active,92,"{""Style"": ""80 Grit""}",0
DM-P6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,Adjustable Bore,1'' Wide,Plastic Body, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-P6-CBN-1000,"dmsphd CBN Grinding Wheel with 6 inch, Plastic Body,Adjustable Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders(1000 Grit)",Active,98,"{""Style"": ""1000 Grit""}",0
DM-P6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,Adjustable Bore,1'' Wide,Plastic Body, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-P6-CBN-150,"CBN Grinding Wheel 6 inch 150 Grit,Adjustable Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders(150 Grit)",Active,99,"{""Style"": ""150 Grit""}",0
DM-P6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,Adjustable Bore,1'' Wide,Plastic Body, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-P6-CBN-600,"dmsphd CBN Grinding Wheel with 6 inch, Plastic Body,Adjustable Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders(600 Grit)",Active,100,"{""Style"": ""600 Grit""}",0
DM-P6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,Adjustable Bore,1'' Wide,Plastic Body, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-P6-CBN-800,"dmsphd CBN Grinding Wheel with 6 inch,Adjustable Bore,1'' Wide,Plastic Body, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders (800 Grit)",Active,101,"{""Style"": ""800 Grit""}",0
DM-P6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,Adjustable Bore,1'' Wide,Plastic Body, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-P6-CBN-G320,"dmsphd CBN Grinding Wheel with 6 inch,Plastic Body,Adjustable Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders(320 Grit)",Active,102,"{""Style"": ""320 Grit""}",0
DM-P6-CBN-P,"dmsphd CBN Grinding Wheel with 6 inch,Adjustable Bore,1'' Wide,Plastic Body, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders",STYLE (Deprecated: Do Not Use),DM-P6-CBN-G80,"dmsphd CBN Grinding Wheel with 6 inch, Plastic Body,Adjustable Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders(80 Grit)",Active,103,"{""Style"": ""80 Grit""}",0
DM-TMK-8-SP,dmsphd 8 Inch CBN Grinding Wheel 8‘’x1.5''x12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools,STYLE (Deprecated: Do Not Use),DM-TMK-8-1000,"CBN Grinding Wheel 8 inch 1000 Grit,WIde 1.5'',12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools (1000 Grit)",Active,107,"{""Style"": ""1000Grit""}",0
DM-TMK-8-SP,dmsphd 8 Inch CBN Grinding Wheel 8‘’x1.5''x12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools,STYLE (Deprecated: Do Not Use),DM-TMK-8-1200,dmsphd 8 Inch CBN Grinding Wheel 8‘’x1.5''x12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools (1200 Grit),Active,108,"{""Style"": ""1200Grit""}",0
DM-TMK-8-SP,dmsphd 8 Inch CBN Grinding Wheel 8‘’x1.5''x12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools,STYLE (Deprecated: Do Not Use),DM-TMK-8-200,"CBN Grinding Wheel 8 inch 200Grit,1.5'' Wide,12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools (200 Grit)",Active,109,"{""Style"": ""200 Grit""}",0
DM-TMK-8-SP,dmsphd 8 Inch CBN Grinding Wheel 8‘’x1.5''x12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools,STYLE (Deprecated: Do Not Use),DM-TMK-8-400,"CBN Grinding Wheel 8 inch 400 Grit,1.5'' Wide ,12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools (400 Grit)",Active,110,"{""Style"": ""400Grit""}",0
DM-TMK-8-SP,dmsphd 8 Inch CBN Grinding Wheel 8‘’x1.5''x12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools,STYLE (Deprecated: Do Not Use),DM-TMK-8-600,"CBN Grinding Wheel 8 inch 600 Grit,Wide 1.5'',12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools (600 Grit)",Active,111,"{""Style"": ""600Grit""}",0
DM-TMK-8-SP,dmsphd 8 Inch CBN Grinding Wheel 8‘’x1.5''x12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools,STYLE (Deprecated: Do Not Use),DM-TMK-8-800,"CBN Grinding Wheel 8 inch 800 Grit,Wide 1.5'',12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools (800 Grit)",Active,112,"{""Style"": ""800Grit""}",0
DM37718,"37.7"" Diamond Band Saw Blade for Stone Marble Ceramic Glass, 960mm x 1/8"" 180 Grit Wet Cutting Diamond Grit Blade, Professional Tile Porcelain Band Saw Blade Replacement",NUMBER_OF_ITEMS,0R-08BK-T291,"37.7"" Diamond Band Saw Blade for Stone Marble Ceramic Glass, 960mm x 1/8"" 180 Grit Wet Cutting Diamond Grit Blade, Professional Tile Porcelain Band Saw Blade Replacement (3)",Active,216,"{""Number of Items"": ""3""}",0
DM37718,"37.7"" Diamond Band Saw Blade for Stone Marble Ceramic Glass, 960mm x 1/8"" 180 Grit Wet Cutting Diamond Grit Blade, Professional Tile Porcelain Band Saw Blade Replacement",NUMBER_OF_ITEMS,EB-BLNO-JZXR,"37.7"" Diamond Band Saw Blade for Stone Marble Ceramic Glass, 960mm x 1/8"" 180 Grit Wet Cutting Diamond Grit Blade, Professional Tile Porcelain Band Saw Blade Replacement (1)",Active,223,"{""Number of Items"": ""1""}",0
DM37718,"37.7"" Diamond Band Saw Blade for Stone Marble Ceramic Glass, 960mm x 1/8"" 180 Grit Wet Cutting Diamond Grit Blade, Professional Tile Porcelain Band Saw Blade Replacement",NUMBER_OF_ITEMS,F7-TNXI-JB91,"37.7"" Diamond Band Saw Blade for Stone Marble Ceramic Glass, 960mm x 1/8"" 180 Grit Wet Cutting Diamond Grit Blade, Professional Tile Porcelain Band Saw Blade Replacement (10)",Active,224,"{""Number of Items"": ""10""}",0
DM37718,"37.7"" Diamond Band Saw Blade for Stone Marble Ceramic Glass, 960mm x 1/8"" 180 Grit Wet Cutting Diamond Grit Blade, Professional Tile Porcelain Band Saw Blade Replacement",NUMBER_OF_ITEMS,SI-JJNH-PG4W,"37.7"" Diamond Band Saw Blade for Stone Marble Ceramic Glass, 960mm x 1/8"" 180 Grit Wet Cutting Diamond Grit Blade, Professional Tile Porcelain Band Saw Blade Replacement (5)",Active,230,"{""Number of Items"": ""5""}",0
DMSPHD-SGTOOL-PARENT,"DMSPHD Stained Glass Tool Kit, Glass Breaker Grozer Pliers and Solder Wire Straightener Set",SIZE_NAME (Deprecated: Do Not Use),DMSPHD-SGTOOL-BASIC,"Stained Glass Tool Kit for Beginners, Glass Breaker Grozer Pliers with Plastic Solder Wire Straightener and Foil Burnishing Tool, Stained Glass Making Tools for DIY Crafts",Active,179,"{""Number of Items"": ""3""}",0
DMSPHD-SGTOOL-PARENT,"DMSPHD Stained Glass Tool Kit, Glass Breaker Grozer Pliers and Solder Wire Straightener Set",SIZE_NAME (Deprecated: Do Not Use),DMSPHD-SGTOOL-PRO,"Stained Glass Tool Kit, Glass Breaker Grozer Pliers with Metal Solder Wire Straightener and Long Short Foil Burnishing Tools, Stained Glass Making Tools for Foiling and Soldering Prep",Active,181,"{""Number of Items"": ""4""}",0
FB-NYMR-E1HR,3 pcs 5-3/4 Inch Taurus 3.0 and II.2 Ring Saw Replacement Diamond Coated Blade Grit 170,NUMBER_OF_ITEMS,DIA-RING-SAW-3PCS,3pcs 5-3/4 Inch Taurus 3.0 and II.2 Ring Saw Replacement Diamond Coated Blade Grit 170,Active,221,"{""Number of Items"": ""3""}",0
P-Four-One,"CBN Grinding Wheel 8 inch 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders",STYLE (Deprecated: Do Not Use),DM-8INCH-125-320,"CBN Grinding Wheel 8 inch 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders (320 Grit)",Active,42,"{""Style"": ""320 Grit""}",0
P-Four-One,"CBN Grinding Wheel 8 inch 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders",STYLE (Deprecated: Do Not Use),DM8125-600,"CBN Grinding Wheel 8 inch 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders (600 Grit)",Active,115,"{""Style"": ""600 Grit""}",0
P-Four-One,"CBN Grinding Wheel 8 inch 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders",STYLE (Deprecated: Do Not Use),P-8-Four-One-350,"CBN Grinding Wheel 8 inch 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders (350 Grit)",Active,133,"{""Style"": ""350 Grit""}",0
P-Four-One,"CBN Grinding Wheel 8 inch 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders",STYLE (Deprecated: Do Not Use),P-Four-80,"CBN Grinding Wheel 8 inch 80 Grit, 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders (80 Grit)",Active,135,"{""Style"": ""80 Grit""}",0
P-Four-One,"CBN Grinding Wheel 8 inch 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders",STYLE (Deprecated: Do Not Use),P-Four-One-1000,"CBN Grinding Wheel 8 inch 1000 Grit, 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders (1000 Grit)",Active,137,"{""Style"": ""1000 Grit""}",0
P-Four-One,"CBN Grinding Wheel 8 inch 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders",STYLE (Deprecated: Do Not Use),P-Four-One-180,"CBN Grinding Wheel 8 inch 180 Grit, 1.25"" Wide, 5/8"" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders (180 Grit)",Active,138,"{""Style"": ""180 Grit""}",0
PI-CA80-8AZI,"4 in 1 Plus CBN Grinding Wheel 8 inch Radius Edge,1.5” Wide,5/8” Arbor,for Sharpening Woodturning Tools、High Speed Steel Tools",STYLE (Deprecated: Do Not Use),4IN1PLUS-R-1000,"CBN Grinding Wheel 8 inch 1000 Grit Radius Edge,1.5” Wide,5/8” Arbor,for Sharpening Woodturning Tools、High Speed Steel Tools (1000 Grit)",Active,11,"{""Style"": ""1000 Grit""}",0
PI-CA80-8AZI,"4 in 1 Plus CBN Grinding Wheel 8 inch Radius Edge,1.5” Wide,5/8” Arbor,for Sharpening Woodturning Tools、High Speed Steel Tools",STYLE (Deprecated: Do Not Use),4IN1PLUS-R-180,"CBN Grinding Wheel 8 inch 180 Grit Radius Edge,1.5” Wide,5/8” Arbor,for Sharpening Woodturning Tools、High Speed Steel Tools (180 Grit)",Active,12,"{""Style"": ""180 Grit""}",0
PI-CA80-8AZI,"4 in 1 Plus CBN Grinding Wheel 8 inch Radius Edge,1.5” Wide,5/8” Arbor,for Sharpening Woodturning Tools、High Speed Steel Tools",STYLE (Deprecated: Do Not Use),4IN1PLUS-R-600,"CBN Grinding Wheel 8 inch 600 Grit Radius Edge,1.5'' Wide,5/8'' Arbor,for Sharpening Woodturning Tools、High Speed Steel Tools (600 Grit)",Active,13,"{""Style"": ""600 Grit""}",0
RA-3XC5-VWGR,"Dmsphd 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, 3 Pack",NUMBER_OF_ITEMS,10-MCVT-F2DP,"5pcs 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, Pack (5)",Active,217,"{""Number of Items"": ""5""}",0
RA-3XC5-VWGR,"Dmsphd 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, 3 Pack",NUMBER_OF_ITEMS,L9-8RBT-0K3Y,"1pcs 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, Pack (1)",Active,226,"{""Number of Items"": ""1""}",0
RA-3XC5-VWGR,"Dmsphd 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, 3 Pack",NUMBER_OF_ITEMS,PB-L327-LMIH,"10pcs 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, Pack (10)",Active,228,"{""Number of Items"": ""10""}",0
RA-3XC5-VWGR,"Dmsphd 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, 3 Pack",NUMBER_OF_ITEMS,ZE-SN1T-MLIR,"3pcs 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, 3 Pack (3)",Active,233,"{""Number of Items"": ""3""}",0
SL-2UC5-9Y1L,"dmsphd CBN Grinding Wheel 8 inch Fit for All 8-inch Bench Grinder, Aluminum Base Metal Sharpening Wheel, Less Heat",STYLE (Deprecated: Do Not Use),Aluminium-1000,"dmsphd CBN Grinding Wheel 8'' 1000 Grit,5/8'' Bore,1'' Wide, Aluminum Body, Suitable for All Kinds of 8 inch Grinder, for Sharpening HSS Woodturning Tools (1000 Grit)",Active,19,"{""Style"": ""1000 Grit""}",0
SL-2UC5-9Y1L,"dmsphd CBN Grinding Wheel 8 inch Fit for All 8-inch Bench Grinder, Aluminum Base Metal Sharpening Wheel, Less Heat",STYLE (Deprecated: Do Not Use),Aluminium-180,"dmsphd CBN Grinding Wheel 8'' 180 Grit,5/8'' Bore,1'' Wide, Aluminum Body, Suitable for All Kinds of 8 inch",Active,20,"{""Style"": ""180 Grit""}",0
SL-2UC5-9Y1L,"dmsphd CBN Grinding Wheel 8 inch Fit for All 8-inch Bench Grinder, Aluminum Base Metal Sharpening Wheel, Less Heat",STYLE (Deprecated: Do Not Use),Aluminium-320,"dmsphd CBN Grinding Wheel 8'' 320 Grit,5/8'' Bore,1'' Wide, Aluminum Body, Suitable for All Kinds of 8 inch Grinder, for Sharpening HSS Woodturning Tools (320 Grit)",Active,21,"{""Style"": ""320 Grit""}",0
SL-2UC5-9Y1L,"dmsphd CBN Grinding Wheel 8 inch Fit for All 8-inch Bench Grinder, Aluminum Base Metal Sharpening Wheel, Less Heat",STYLE (Deprecated: Do Not Use),Aluminium-60,"dmsphd CBN Grinding Wheel 8 inch Fit for All 8-inch Bench Grinder, Aluminum Base Metal Sharpening Wheel, Less Heat (60 Grit)",Active,22,"{""Style"": ""60 Grit""}",0
SL-2UC5-9Y1L,"dmsphd CBN Grinding Wheel 8 inch Fit for All 8-inch Bench Grinder, Aluminum Base Metal Sharpening Wheel, Less Heat",STYLE (Deprecated: Do Not Use),Aluminium-600,"dmsphd CBN Grinding Wheel 8'' 600 Grit,5/8'' Bore,1'' Wide, Aluminum Body, Suitable for All Kinds of 8 inch Grinder, for Sharpening HSS Woodturning Tools (600 Grit)",Active,23,"{""Style"": ""600 Grit""}",0
SL-2UC5-9Y1L,"dmsphd CBN Grinding Wheel 8 inch Fit for All 8-inch Bench Grinder, Aluminum Base Metal Sharpening Wheel, Less Heat",STYLE (Deprecated: Do Not Use),Aluminium-80,"dmsphd CBN Grinding Wheel 8'' 80 Grit,5/8'' Bore,1'' Wide, Aluminum Body, Suitable for All Kinds of 8 inch Grinder, for Sharpening HSS Woodturning Tools (80 Grit).",Active,24,"{""Style"": ""80 Grit""}",0
SL-2UC5-9Y1L,"dmsphd CBN Grinding Wheel 8 inch Fit for All 8-inch Bench Grinder, Aluminum Base Metal Sharpening Wheel, Less Heat",STYLE (Deprecated: Do Not Use),JC-KF0S-QB6A,"dmsphd CBN Grinding Wheel 8 inch Fit for All 8-inch Bench Grinder, Aluminum Base Metal Sharpening Wheel, Less Heat (220 Grit)",Active,127,"{""Style"": ""220 Grit""}",0
SP-DMS-TMKA,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 400, Rounded Corner",STYLE (Deprecated: Do Not Use),DMS-TMKA-1000,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 1000, Rounded Corner",Active,116,"{""Style"": ""1000 Grit""}",0
SP-DMS-TMKA,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 400, Rounded Corner",STYLE (Deprecated: Do Not Use),DMS-TMKA-12000,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 1200, Rounded Corner",Active,117,"{""Style"": ""1200 Grit""}",0
SP-DMS-TMKA,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 400, Rounded Corner",STYLE (Deprecated: Do Not Use),DMS-TMKA-200,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 200, Rounded Corner",Active,118,"{""Style"": ""200 Grit""}",0
SP-DMS-TMKA,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 400, Rounded Corner",STYLE (Deprecated: Do Not Use),DMS-TMKA-400,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 400, Rounded Corner",Active,119,"{""Style"": ""400 Grit""}",0
SP-DMS-TMKA,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 400, Rounded Corner",STYLE (Deprecated: Do Not Use),DMS-TMKA-600,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 600, Rounded Corner",Active,120,"{""Style"": ""600 Grit""}",0
SP-DMS-TMKA,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 400, Rounded Corner",STYLE (Deprecated: Do Not Use),DMS-TMKA-80,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 80, Rounded Corner",Active,121,"{""Style"": ""80 Grit""}",0
SP-DMS-TMKA,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 400, Rounded Corner",STYLE (Deprecated: Do Not Use),DMS-TMKA-800,"CBN Grinding Wheel for Tormek T8 Knife Sharpener, 10 inch Dia, 250mm x 50mm, 12mm Arbor, Grit 800, Rounded Corner",Active,122,"{""Style"": ""800 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DIA-FLAT-6-80,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (80 Grit)",Active,28,"{""Style"": ""80 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-1000,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (1000 Grit)",Active,53,"{""Style"": ""1000 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-120,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (120 Grit)",Active,54,"{""Style"": ""120 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-1500,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (1500 Grit)",Active,55,"{""Style"": ""1500 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-180,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (180 Grit)",Active,56,"{""Style"": ""180 Grit""}",0
SP-EAK287B6A8A6E3QG,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass",STYLE (Deprecated: Do Not Use),DM-DM-6-H-2000,"Diamond Flat Lap Disc, 6"" x 1/2"" Arbor, Diamond-Coated Grinding, Sanding, Lapping, and Polishing Disc for Gemstones, Ceramics, Stone, and Glass (2000 Grit)",Active,57,"{""Style"": ""2000 Grit""}",0
