item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	merchant-shipping-group	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3
Diamond Flat Lap Disc, 8 Inch, 180 Grit, 1/2 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (180 Grit)	This 8-inch diamond flat lap disc features a 180 grit finish that delivers an ultra-smooth, highly polished surface. The 1/2-inch arbor makes it compatible with most grinding and polishing machines. Ideal for shaping, grinding, sanding and lapping a variety of materials including gemstones, glass, ceramics and more, it efficiently removes material while maintaining an even, flat surface. The diamond grit particles cut quickly and precisely for fast stock removal without risk of overheating or damaging delicate workpieces. Cleanup is simple, as swarf wipes away easily. Whether you need to flatten, contour or refine edges, this durable lap wheel handles the task efficiently and delivers a blemish-free, mirror-like finish every time.	0512BEAC61B	DM-FLAT-180	12.8		2024-05-12 00:23:50 PDT		y	1			11				B0D3YNG2C3						B0D3YNG2C3				AMAZON_NA	11.0												Migrated Template							
Diamond Flat Lap Disc, 8 Inch, 2000 Grit, 1/2 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (2000 Grit)	This 8-inch diamond flat lap disc features a 2,000 grit finish that delivers an ultra-smooth, highly polished surface. The 1/2-inch arbor makes it compatible with most grinding and polishing machines. Ideal for shaping, grinding, sanding and lapping a variety of materials including gemstones, glass, ceramics and more, it efficiently removes material while maintaining an even, flat surface. The diamond grit particles cut quickly and precisely for fast stock removal without risk of overheating or damaging delicate workpieces. Cleanup is simple, as swarf wipes away easily. Whether you need to flatten, contour or refine edges, this durable lap wheel handles the task efficiently and delivers a blemish-free, mirror-like finish every time.	0512BEGPR4H	DM-FLAT-2000	12.8		2024-05-12 00:23:50 PDT		y	1			11				B0D3YPC7T2						B0D3YPC7T2				AMAZON_NA	11.0												Migrated Template							
Diamond Flat Lap Disc, 8 Inch, 240 Grit, 1/2 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (240 Grit)	This 8-inch diamond flat lap disc features a 240 grit finish that delivers an ultra-smooth, highly polished surface. The 1/2-inch arbor makes it compatible with most grinding and polishing machines. Ideal for shaping, grinding, sanding and lapping a variety of materials including gemstones, glass, ceramics and more, it efficiently removes material while maintaining an even, flat surface. The diamond grit particles cut quickly and precisely for fast stock removal without risk of overheating or damaging delicate workpieces. Cleanup is simple, as swarf wipes away easily. Whether you need to flatten, contour or refine edges, this durable lap wheel handles the task efficiently and delivers a blemish-free, mirror-like finish every time.	0512BEI6PF2	DM-FLAT-240	12.8		2024-05-12 00:23:50 PDT		y	1			11				B0D3YFMPSL						B0D3YFMPSL				AMAZON_NA	11.0												Migrated Template							
Diamond Flat Lap Disc, 8 Inch, 3000 Grit, 1/2 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (3000 Grit)	This 8-inch diamond flat lap disc features a 3,000 grit finish that delivers an ultra-smooth, highly polished surface. The 1/2-inch arbor makes it compatible with most grinding and polishing machines. Ideal for shaping, grinding, sanding and lapping a variety of materials including gemstones, glass, ceramics and more, it efficiently removes material while maintaining an even, flat surface. The diamond grit particles cut quickly and precisely for fast stock removal without risk of overheating or damaging delicate workpieces. Cleanup is simple, as swarf wipes away easily. Whether you need to flatten, contour or refine edges, this durable lap wheel handles the task efficiently and delivers a blemish-free, mirror-like finish every time.	0512BEGSLKI	DM-FLAT-3000	12.8		2024-05-12 00:23:50 PDT		y	1			11				B0D3YLZVQ2						B0D3YLZVQ2				AMAZON_NA	11.0												Migrated Template							
Diamond Flat Lap Disc, 8 Inch, 320 Grit, 1/2 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (320 Grit)	This 8-inch diamond flat lap disc features a 320 grit finish that delivers an ultra-smooth, highly polished surface. The 1/2-inch arbor makes it compatible with most grinding and polishing machines. Ideal for shaping, grinding, sanding and lapping a variety of materials including gemstones, glass, ceramics and more, it efficiently removes material while maintaining an even, flat surface. The diamond grit particles cut quickly and precisely for fast stock removal without risk of overheating or damaging delicate workpieces. Cleanup is simple, as swarf wipes away easily. Whether you need to flatten, contour or refine edges, this durable lap wheel handles the task efficiently and delivers a blemish-free, mirror-like finish every time.	0512BEGN5AW	DM-FLAT-320	12.8		2024-05-12 00:23:50 PDT		y	1			11				B0D3YNY2ZH						B0D3YNY2ZH				AMAZON_NA	11.0												Migrated Template							
Diamond Flat Lap Disc, 8 Inch, 400 Grit, 1/2 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (400 Grit)	This 8-inch diamond flat lap disc features a 400 grit finish that delivers an ultra-smooth, highly polished surface. The 1/2-inch arbor makes it compatible with most grinding and polishing machines. Ideal for shaping, grinding, sanding and lapping a variety of materials including gemstones, glass, ceramics and more, it efficiently removes material while maintaining an even, flat surface. The diamond grit particles cut quickly and precisely for fast stock removal without risk of overheating or damaging delicate workpieces. Cleanup is simple, as swarf wipes away easily. Whether you need to flatten, contour or refine edges, this durable lap wheel handles the task efficiently and delivers a blemish-free, mirror-like finish every time.	0512BDYM3IR	DM-FLAT-400	12.8		2024-05-12 00:23:50 PDT		y	1			11				B0D3YPNR4T						B0D3YPNR4T				AMAZON_NA	11.0												Migrated Template							
Diamond Flat Lap Disc, 8 Inch, 500 Grit, 1/2 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (500 Grit)	This 8-inch diamond flat lap disc features a 500 grit finish that delivers an ultra-smooth, highly polished surface. The 1/2-inch arbor makes it compatible with most grinding and polishing machines. Ideal for shaping, grinding, sanding and lapping a variety of materials including gemstones, glass, ceramics and more, it efficiently removes material while maintaining an even, flat surface. The diamond grit particles cut quickly and precisely for fast stock removal without risk of overheating or damaging delicate workpieces. Cleanup is simple, as swarf wipes away easily. Whether you need to flatten, contour or refine edges, this durable lap wheel handles the task efficiently and delivers a blemish-free, mirror-like finish every time.	0512BEAEVWE	DM-FLAT-500	12.8		2024-05-12 00:40:18 PDT		y	1			11				B0D3YQ8BV8						B0D3YQ8BV8				AMAZON_NA	11.0												Migrated Template							
Diamond Flat Lap Disc, 8 Inch, 600 Grit, 1/2 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (600 Grit)	This 8-inch diamond flat lap disc features a 600 grit finish that delivers an ultra-smooth, highly polished surface. The 1/2-inch arbor makes it compatible with most grinding and polishing machines. Ideal for shaping, grinding, sanding and lapping a variety of materials including gemstones, glass, ceramics and more, it efficiently removes material while maintaining an even, flat surface. The diamond grit particles cut quickly and precisely for fast stock removal without risk of overheating or damaging delicate workpieces. Cleanup is simple, as swarf wipes away easily. Whether you need to flatten, contour or refine edges, this durable lap wheel handles the task efficiently and delivers a blemish-free, mirror-like finish every time.	0512BEF1740	DM-FLAT-600	12.8		2024-05-12 00:23:50 PDT		y	1			11				B0D3YNWLLY						B0D3YNWLLY				AMAZON_NA	11.0												Migrated Template							
Diamond Flat Lap Disc, 8 Inch, 80Grit, 1/2 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (80 Grit)	This 8-inch diamond flat lap disc features a 80 grit finish that delivers an ultra-smooth, highly polished surface. The 1/2-inch arbor makes it compatible with most grinding and polishing machines. Ideal for shaping, grinding, sanding and lapping a variety of materials including gemstones, glass, ceramics and more, it efficiently removes material while maintaining an even, flat surface. The diamond grit particles cut quickly and precisely for fast stock removal without risk of overheating or damaging delicate workpieces. Cleanup is simple, as swarf wipes away easily. Whether you need to flatten, contour or refine edges, this durable lap wheel handles the task efficiently and delivers a blemish-free, mirror-like finish every time.	0512BEAEDW7	DM-FLAT-80	12.8		2024-05-12 00:40:18 PDT		y	1			11				B0D3YM7PCL						B0D3YM7PCL				AMAZON_NA	11.0												Migrated Template							
Diamond Flat Lap Disc, 8 Inch, 800 Grit, 1/2 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (800 Grit)	This 8-inch diamond flat lap disc features a 800 grit finish that delivers an ultra-smooth, highly polished surface. The 1/2-inch arbor makes it compatible with most grinding and polishing machines. Ideal for shaping, grinding, sanding and lapping a variety of materials including gemstones, glass, ceramics and more, it efficiently removes material while maintaining an even, flat surface. The diamond grit particles cut quickly and precisely for fast stock removal without risk of overheating or damaging delicate workpieces. Cleanup is simple, as swarf wipes away easily. Whether you need to flatten, contour or refine edges, this durable lap wheel handles the task efficiently and delivers a blemish-free, mirror-like finish every time.	0512BEG5Q5U	DM-FLAT-800	12.8		2024-05-12 00:23:50 PDT		y	1			11				B0D3YPJP95						B0D3YPJP95				AMAZON_NA	11.0												Migrated Template							
Diamond Flat Lap Disc, 10 Inch, 3000 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (3000 Grit)	1.10-inch outside diameter,quality electroplated diamond coated flat lap disk wheel. 2.The flat laps wheels have a 1-inch Arbo_r hole for Angle Grinder. 3.They are absolutely flat and to meet the most exacting faceting requirements. 4.For grinding and polishing jewelry, glass, rock,stone, granit_e,etc. 5.Recommended for rough and fine grinding on faceting material plus general lapidary grinding when precision is required. 0 Specification: Product Name: Diamond Disc Package Content: 1 x Diamond Disc Weight: 405g Material: Metal,Diamond Coated Color: Silver Tone Outer Diameter: 250mm/10-inch Arbo_r Hole Diameter: 12.7mm/1/2-inch Thickness: 1mm/0.04-inch	0925F7C03R5	DM-HH-10-DISC-3000	18		2025-09-25 16:11:26 PDT		y	1			11				B0FSQ1Q2TZ						B0FSQ1Q2TZ				AMAZON_NA													Migrated Template							
CBN Grinding Wheel with 6 inch 1000 Grit,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders 1000 Grit	CBN grinding wheels, with their high hardness and superior grinding performance, are not only widely used in processing hard and brittle materials, such as hard alloys, molds, ceramics, glass, gemstones, semiconductors, etc	0402B747BYX	DM-M6-CBN-1000	65		2024-04-01 22:16:27 PDT		y	1			11				B0CZNCQNTW						B0CZNCQNTW				AMAZON_NA	65.0												Migrated Template							
CBN Grinding Wheel with 6 inch 600 Grit,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders 600 Grit	CBN grinding wheels, with their high hardness and superior grinding performance, are not only widely used in processing hard and brittle materials, such as hard alloys, molds, ceramics, glass, gemstones, semiconductors, etc	0402B76KZWX	DM-M6-CBN-600	65		2024-04-01 22:16:27 PDT		y	1			11				B0CZNCQLVN						B0CZNCQLVN				AMAZON_NA	65.0												Migrated Template							
CBN Grinding Wheel with 6 inch 80 Grit,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders 80 Grit	CBN grinding wheels, with their high hardness and superior grinding performance, are not only widely used in processing hard and brittle materials, such as hard alloys, molds, ceramics, glass, gemstones, semiconductors, etc What grit size should I choose for CBN wheels? If you frequently modify tools or occasionally create your own, opt for the 80-grit wheel as your coarse option. If you're not often involved in heavy grinding, choose a 180-grit wheel for sharpening and a 320-grit for fine-tuning your tools. This setup will produce an extremely sharp edge while removing minimal metal, ensuring your tools have a prolonged lifespan.	0402B738K8X	DM-M6-CBN-80	65		2024-04-01 22:16:27 PDT		y	1			11				B0CZNC62SW						B0CZNC62SW				AMAZON_NA	65.0												Migrated Template							
CBN Grinding Wheel with 6 inch 180 Grit,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders	CBN grinding wheels, with their high hardness and superior grinding performance, are not only widely used in processing hard and brittle materials, such as hard alloys, molds, ceramics, glass, gemstones, semiconductors, etc What grit size should I choose for CBN wheels? If you frequently modify tools or occasionally create your own, opt for the 80-grit wheel as your coarse option. If you're not often involved in heavy grinding, choose a 180-grit wheel for sharpening and a 320-grit for fine-tuning your tools. This setup will produce an extremely sharp edge while removing minimal metal, ensuring your tools have a prolonged lifespan.	0813AU8DLXI	DM-M6-CBN-G180	65		2023-08-12 19:16:48 PDT		y	1			11				B0CFJ97VYS						B0CFJ97VYS				AMAZON_NA	65.0	percent	5	5	10	10							Migrated Template							
CBN Grinding Wheel with 6 inch 320 Grti,1/2'' Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders 320 Grit	CBN grinding wheels, with their high hardness and superior grinding performance, are not only widely used in processing hard and brittle materials, such as hard alloys, molds, ceramics, glass, gemstones, semiconductors, etc What grit size should I choose for CBN wheels? If you frequently modify tools or occasionally create your own, opt for the 80-grit wheel as your coarse option. If you're not often involved in heavy grinding, choose a 180-grit wheel for sharpening and a 320-grit for fine-tuning your tools. This setup will produce an extremely sharp edge while removing minimal metal, ensuring your tools have a prolonged lifespan.	0813AU3GFUP	DM-M6-CBN-G320	65		2023-08-12 19:24:34 PDT		y	1			11				B0CFJ9QZSX						B0CFJ9QZSX				AMAZON_NA	65.0	percent	5	5	10	10							Migrated Template							
CBN Grinding Wheels 8 inch 350 Grit,5/8" Bore, 1.5" Wide,Suitable for Sharpening Woodturning and HSS Tools (350 Grit)	This particular wheel is designed for customers who prioritize a larger flat surface and side area over having a radius edge. It boasts the largest flat areas on both its surface and sides compared to our other wheels. The wheel's perimeter is reinforced with CBN (Cubic Boron Nitride) material, measuring a substantial 1.5 inches in width and 8 inches in diameter. Currently provide 180, 600 Grit grinding wheel, have special requirements can contact us will give you a more satisfactory solution.	1115BMXC2CN	DM-MEGA-8-SQU-350	148		2024-11-15 06:14:54 PST		y	1			11				B0DN6TJ9F1						B0DN6TJ9F1				AMAZON_NA	142.0												Migrated Template							
CBN Grinding Wheels 8 inch 600 Grit,5/8" Bore, 1.5" Wide,Suitable for Sharpening Woodturning and HSS Tools (600 Grit)	This particular wheel is designed for customers who prioritize a larger flat surface and side area over having a radius edge. It boasts the largest flat areas on both its surface and sides compared to our other wheels. The wheel's perimeter is reinforced with CBN (Cubic Boron Nitride) material, measuring a substantial 1.5 inches in width and 8 inches in diameter. Currently provide 180, 600 Grit grinding wheel, have special requirements can contact us will give you a more satisfactory solution.	0713BCLHHR6	DM-MEGA-8-SQU-600	148		2024-07-13 03:13:46 PDT		y	1			11				B0D9DCFGJM						B0D9DCFGJM				AMAZON_NA	142.0												Migrated Template							
CBN Grinding Wheels 8inch 80 Grit,5/8" Bore, 1.5" Wide,Suitable for Sharpening Woodturning and HSS Tools (80 Grit)	This particular wheel is designed for customers who prioritize a larger flat surface and side area over having a radius edge. It boasts the largest flat areas on both its surface and sides compared to our other wheels. The wheel's perimeter is reinforced with CBN (Cubic Boron Nitride) material, measuring a substantial 1.5 inches in width and 8 inches in diameter. Currently provide 180, 600 Grit grinding wheel, have special requirements can contact us will give you a more satisfactory solution.	1115BMUGUUA	DM-MEGA-8-SQU-80	148		2024-11-15 06:14:54 PST		y	1			11				B0DN6S9F3D						B0DN6S9F3D				AMAZON_NA	142.0												Migrated Template							
CBN Grinding Wheel 6 inch 150 Grit,Adjustable Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders(150 Grit)	CBN grinding wheels, with their high hardness and superior grinding performance, are not only widely used in processing hard and brittle materials, such as hard alloys, molds, ceramics, glass, gemstones, semiconductors, etc	0404BCZPMBB	DM-P6-CBN-150	39.9		2024-04-03 20:38:56 PDT		y	1			11				B0CZSVVGGF						B0CZSVVGGF				AMAZON_NA	39.0												Migrated Template							
dmsphd CBN Grinding Wheel with 6 inch, Plastic Body,Adjustable Bore,1'' Wide, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders(600 Grit)	CBN grinding wheels, with their high hardness and superior grinding performance, are not only widely used in processing hard and brittle materials, such as hard alloys, molds, ceramics, glass, gemstones, semiconductors, etc	0404BD4U9VO	DM-P6-CBN-600	39.9		2024-04-03 20:38:56 PDT		y	1			11				B0CZSVLNMW						B0CZSVLNMW				AMAZON_NA	39.0												Migrated Template							
dmsphd CBN Grinding Wheel with 6 inch,Adjustable Bore,1'' Wide,Plastic Body, Suitable for high-Speed Steel,for All Kinds of 6 inch Bench Grinders (800 Grit)	CBN grinding wheels, with their high hardness and superior grinding performance, are not only widely used in processing hard and brittle materials, such as hard alloys, molds, ceramics, glass, gemstones, semiconductors, etc	0206HEDBYWP	DM-P6-CBN-800	39.9		2026-02-05 21:30:56 PST		y	1			11				B0GLXK8BY5						B0GLXK8BY5				AMAZON_NA													Migrated Template							
Premium 4-Piece Diamond Grinder Bit Set for Stained Glass – 1/8", 1/4", 3/4", 1" Brass Core Bits Fit Inland & Most Glass Grinders	4pcs diamond stained glass bits	0924F20LXO7	DM-ST-GLASS-4	29.98		2025-09-23 19:53:40 PDT		y	1			11				B0FSC69G6L						B0FSC69G6L				AMAZON_NA													Migrated Template							
CBN Grinding Wheel for Sharpening, 10 Inches Diameter, 12mm Arbor Fitment, Tormek Compatible (200 Grit)	Spartan grinding wheel 10 inch	0711FS1LESQ	DM-TMK-10-200	189		2025-07-10 23:57:49 PDT		y	1			11				B0FH9W5VRZ						B0FH9W5VRZ				AMAZON_NA	189.0												Migrated Template							
CBN Grinding Wheel 8 inch 1000 Grit,Wide 1.5'',12mm Arbor for T-4 Sharpening System and Sharpening High-Speed Steel Tools (1000 Grit)	Introducing the CBN grinding wheel, a powerful and efficient tool for sharpening your blades and tools. Crafted with precision, this 8-inch wheel features a 12mm arbor, ensuring a secure and stable fit on your grinding machine. The CBN (Cubic Boron Nitride) abrasive material is renowned for its exceptional hardness and wear resistance, making it an ideal choice for sharpening even the toughest materials. Whether you're a professional craftsman or an avid DIY enthusiast, this grinding wheel will help you achieve razor-sharp edges with ease. Its durable construction ensures long-lasting performance, while its balanced design minimizes vibration for a smooth and consistent grind. Upgrade your sharpening game with this high-quality CBN grinding wheel and enjoy precise, reliable results every time.	1218B5UNBJ1	DM-TMK-8-1000	148		2024-12-18 06:28:44 PST		y	1			11				B0DQVHT5B9						B0DQVHT5B9				AMAZON_NA	160.0												Migrated Template							
10 Inch 600 Grit CBN Grinding Wheel Compatible with Tormek T-8 Sharpening System, 2" Wide x 12mm Bore, Fine Sharpening Wheel for HSS Tools, Chisels, Knives & Woodturning Tools	Achieve cleaner, sharper, and more consistent edges with this professional 10 Inch 600 Grit CBN Grinding Wheel designed for Tormek T-8 compatible sharpening systems. Built for precision edge refinement, the 600 grit surface is ideal for fine sharpening applications where smoother finishes and razor-sharp cutting edges are required. Perfect for sharpening woodworking chisels, turning tools, kitchen knives, planer blades, carving tools, and high-speed steel tools. Unlike conventional grinding stones that wear unevenly over time, this industrial-grade CBN wheel maintains its shape and abrasive performance through extended use. The advanced cubic boron nitride coating delivers cooler grinding temperatures, reduced friction, and improved sharpening consistency. The precision-balanced 2-inch wide wheel body combined with a 12mm bore ensures stable operation and smooth rotation on compatible low-speed sharpening systems. Designed for professional workshops, sharpening enthusiasts, woodworkers, and knife makers seeking long-lasting performance and reliable sharpening results. Ideal for fine edge maintenance, polishing preparation, and precision sharpening applications.	0512H8Y7FOS	DM-TMKNEW-600	199		2026-05-11 20:14:36 PDT		y	1			11				B0H1GR9XRG						B0H1GR9XRG				AMAZON_NA													Migrated Template							
Stained Glass Grinding Bits with 5/8 inch, Diamond Grinder Bit, Grinder Bits and Supplies for Stained Glass Grinder (2 pcs 5/8'')	1 pcs 5/8 inch stained glass bits	0624F5VC5TC	DM2MCBL58	24.98		2025-06-23 17:48:24 PDT		y	1			11				B0FF8XT9PX						B0FF8XT9PX				AMAZON_NA	21.35	fixed	20	20									Migrated Template							
CBN Grinding Wheel 8 inch 1.25" Wide, 5/8" Bore,Aluminum Body, Suitable for High Speed Steel Tools and Bench Grinders (600 Grit)	cbn grinding wheel	0911F0PM8OT	DM8125-600	125		2025-09-10 21:16:24 PDT		y	1			11				B0FQMXSG4Z						B0FQMXSG4Z				AMAZON_NA													Migrated Template							
4 Rolls Copper Foil Tape for Stained Glass, 5mm and 6mm Copper Foil Tape Set with Foil Burnishing Tool, Stained Glass Making Supplies for Glass Edges and Soldering Prep	This copper foil tape set is designed for stained glass makers who need practical foiling supplies for everyday projects. The set includes 2 rolls of 5mm copper foil tape, 2 rolls of 6mm copper foil tape, and 1 short foil burnishing tool. The two tape widths help fit different glass edge sizes and project styles. Apply the copper foil tape around glass edges before soldering, then use the burnishing tool to press the foil down firmly and smoothly. Suitable for stained glass panels, sun catchers, glass ornaments, lamps, mosaic projects, and small repair work.	0525HRI96E9	DMSPHD-CFTAPE-001	17.99		2026-05-24 21:44:53 PDT		y	1			11				B0H2V468CY						B0H2V468CY				AMAZON_NA													Migrated Template							
Stained Glass Tool Kit for Beginners, Glass Breaker Grozer Pliers with Plastic Solder Wire Straightener and Foil Burnishing Tool, Stained Glass Making Tools for DIY Crafts	This Basic Plastic Version stained glass tool kit includes 1 glass breaker grozer pliers, 1 plastic solder wire straightener, and 1 short foil burnishing tool. The grozer pliers help break and shape glass edges after scoring. The plastic wire straightener helps guide solder wire into a straighter shape for easier handling during soldering work. The burnishing tool helps press copper foil smoothly onto glass edges before soldering. A practical starter tool set for stained glass panels, sun catchers, ornaments, glass craft repairs, and DIY projects.	0525HRL3F9J	DMSPHD-SGTOOL-BASIC	27.99		2026-05-24 20:43:22 PDT		y	1			11				B0H2V11Q2Z						B0H2V11Q2Z				AMAZON_NA													Migrated Template							
Stained Glass Tool Kit, Glass Breaker Grozer Pliers with Metal Solder Wire Straightener and Long Short Foil Burnishing Tools, Stained Glass Making Tools for Foiling and Soldering Prep	This Pro Metal Version stained glass tool kit includes 1 glass breaker grozer pliers, 1 metal solder wire straightener, and 1 set of long and short foil burnishing tools. The grozer pliers help break and shape glass edges after scoring. The metal wire straightener offers a more durable feel for guiding solder wire during stained glass soldering. The long and short burnishing tools help press copper foil along straight edges, curves, corners, and smaller glass pieces. Suitable for stained glass makers, hobbyists, workshops, and DIY glass craft projects.	0525HRHJJBL	DMSPHD-SGTOOL-PRO	36.99		2026-05-24 20:43:22 PDT		y	1			11				B0H2TXWLYC						B0H2TXWLYC				AMAZON_NA													Migrated Template							
10 Inch CBN Grinding Wheel for Tormek T-8 Sharpening System, 400 Grit, 2" Wide x 12mm Bore, Professional Cubic Boron Nitride Wheel for High Speed Steel Tools, Knives & Woodturning Tools	Upgrade your sharpening system with a professional-grade 10 Inch CBN Grinding Wheel engineered for precision edge maintenance and long-lasting performance. Designed for compatibility with Tormek T-8 style sharpening systems, this 400 grit CBN wheel provides smooth, consistent grinding for high-speed steel tools, woodworking chisels, turning tools, kitchen knives, planer blades, and other precision cutting tools. Unlike conventional aluminum oxide grinding wheels, Cubic Boron Nitride (CBN) wheels maintain their profile over time, delivering superior durability, reduced heat generation, and cleaner sharpening results. The balanced 2-inch wide design offers excellent stability during operation, while the precision-machined 12mm bore ensures reliable mounting and smooth rotation. Whether you are a professional woodworker, knife maker, sharpener, or workshop user, this CBN grinding wheel helps improve sharpening efficiency while extending tool performance and edge quality. Compatible with Tormek-style sharpening systems and suitable for wet or low-speed sharpening applications.	0512H8XY4R5	DMSPHD-TMK-NEW-400	199		2026-05-11 19:56:39 PDT		y	1			11				B0H1G41QTT						B0H1G41QTT				AMAZON_NA													Migrated Template							
37.7" Diamond Band Saw Blade for Stone Marble Ceramic Glass, 960mm x 1/8" 180 Grit Wet Cutting Diamond Grit Blade, Professional Tile Porcelain Band Saw Blade Replacement (1)	MD37718 - 37.7" x 1/8" Diamond Band Saw Blade (180 Grit) Upgrade your cutting precision with the MD37718 Diamond Band Saw Blade. These blades have proven to be highly effective diamond machining tools across a vast array of materials and applications. Designed for the professional craftsman and serious hobbyist, this blade delivers clean, accurate cuts in the toughest mineral-based materials. Superior Diamond Coating: The blade features a robust diamond coating, specifically engineered for wet cutting applications. The 180-grit rating provides a perfect balance of fast material removal and a smooth finish, making it ideal for cutting dense stone, delicate glass, polished marble, hard ceramic tiles, and other mineral composites. Engineered for Performance: With exact specifications of 37.7 inches (960mm) in length and a 1/8-inch (3.17mm) width, this blade is designed to fit a range of compatible band saws. The consistent diamond distribution along the cutting edge ensures reliable performance and long service life, even under regular use. Safety and Efficiency: For optimal results and safety, this blade must be used with a water coolant system. Wet cutting reduces friction, prevents heat buildup that could damage your material, and controls silica dust, keeping your work area cleaner and safer. Ideal for: Stone Fabrication Tile Installation Glass Art & Stained Glass Marble and Granite Cutting Lapidary Work	0305HPGABSC	EB-BLNO-JZXR	26	10	2026-03-04 17:44:44 PST		y	1			11				B0GR7XDXH9						B0GR7XDXH9			0	DEFAULT													Migrated Template							
Diamond Flat Lap Disc, 10 Inch, 180 Grit, 1 Inch Arbor, for Gemstone Glass Ceramics Grinding Polishing (180 Grit)	1.10-inch outside diameter,quality electroplated diamond coated flat lap disk wheel. 2.The flat laps wheels have a 1-inch Arbo_r hole for Angle Grinder. 3.They are absolutely flat and to meet the most exacting faceting requirements. 4.For grinding and polishing jewelry, glass, rock,stone, granit_e,etc. 5.Recommended for rough and fine grinding on faceting material plus general lapidary grinding when precision is required. 0 Specification: Product Name: Diamond Disc Package Content: 1 x Diamond Disc Weight: 405g Material: Metal,Diamond Coated Color: Silver Tone Outer Diameter: 250mm/10-inch Arbo_r Hole Diameter: 12.7mm/1/2-inch Thickness: 1mm/0.04-inch	0225F6W6011	KK-MW8J-EEEX	18		2025-02-24 17:51:01 PST		y	1			11				B0DYCW5MZY						B0DYCW5MZY				AMAZON_NA	16.8												Migrated Template							
1pcs 42 Inch x 1/8 Inch Diamond Coated Band Saw Blade for Gryphon Tall C-40 CR, Kent AquaSaw XL, Stainless Steel, Pack (1)	This premium 42-inch x 1/8-inch diamond bandsaw blade is specifically designed for the Gryphon TALL C-40 CR and Kent AquaSaw XL machines. The stainless steel blade features a diamond-coated cutting edge that excels at precise cutting of thick fused glass, slab glass, and lapidary materials. Perfect for wet cutting applications on stone, marble, tile, ceramic, and various mineral-based materials, this blade delivers clean, efficient cuts while minimizing material waste. The blade's design ensures smooth operation and reduced grinding time, helping you maintain productivity in your projects. Installation is straightforward and tool-free, allowing you to quickly get back to work. This replacement blade measures 42 inches in length with a 1/8-inch width, providing the ideal specifications for compatible band saw models. The durable construction and diamond coating work together to deliver consistent cutting performance across a wide range of materials.	0131HVJDPX9	L9-8RBT-0K3Y	29.98		2026-01-31 02:27:43 PST		y	1			11				B0GKVS4TPR						B0GKVS4TPR				AMAZON_NA													Migrated Template							
37" x 1/8" Replacement Diamond Coated Band Saw Blade Fit Laser XL, Diamond 3000XL, C-40 & Other for Speedster Precision 2000 Laser 1000 Dl3000 (3 pcs)	Diamond blades are specifically designed for wet cutting of stone, glass, marble, tile, ceramic, and other mineral-based materials, featuring a diamond-coated surface. Replacement diamond band saw blades have proven to be a highly efficient diamond machining tool, suitable for a wide range of materials and applications. Key Features: High-Strength Stainless Steel Construction: Made from seamless stainless steel, offering excellent corrosion and rust resistance. Premium Diamond Coating: Coated with high-quality diamond abrasives for superior cutting performance. Efficient Cutting: Diamond-coated teeth enable smooth and clean cutting of various glass and mineral materials, reducing grinding time and preserving valuable materials.	1021F65E1PS	MD3718	69	30	2025-10-20 22:21:46 PDT		y	1			11				B0FX44PM2P						B0FX44PM2P			0	DEFAULT													Migrated Template							
